material_number,material_desc_raw,product_family,product_group,product_family_sort,product_group_sort,length_m,rule_notes
000000000798550694,IC MCU 32BIT 512KB FLASH 64WLCSP,Unclassified,Other,999.0,999.0,,
000000000798704666,FERRITE BEAD 33 OHM@100MHZ 25% 1.7A 0402,Unclassified,Other,999.0,999.0,,
000000000853350014,SC/SC DPX AD METAL PBSLV NO THREAD,Unclassified,Other_Connector_Types,999.0,40.0,,
000000000853350016,SC-SC DUPLEX ADAPTER MX 853350016,Adapters,Other_Connector_Types,30.0,40.0,,
000000000854912710,LC(s)/UPC 9/125 12F BOPT 25M,Unclassified,LC_Variants,999.0,32.0,,
000000000854912712,LC(s)/UPC 9/125 12F BOPT 50M,Unclassified,LC_Variants,999.0,32.0,,
000000000854919581,kit 5-5- cable X-tower,Accessories,Other,85.0,999.0,,
000000000854919582,kit 5-5- cable Y-tower,Accessories,Other,85.0,999.0,,
000000000854919583,kit 5-5- external cable,Accessories,Other,85.0,999.0,,
000000000854919584,ASSY CBL BASE FIBER TOWER X        ,Unclassified,Other,999.0,999.0,,
000000000860000039,NRE CHARGE,Unclassified,Other,999.0,999.0,,
000000000860240011,LC CRIMP TUBING  3MM CABLE,Unclassified,LC_Variants,999.0,32.0,,
000000000860242006,"LC HOUSING, GREEN (SM)",Accessories,LC_Variants,85.0,32.0,,
000000000860252831,"LC CONNECTOR HEAD, SM 125.5, BLUE",Unclassified,LC_Variants,999.0,32.0,,
000000000860252832,LC CONNECTOR HEAD  MM  BEIGE,Unclassified,LC_Variants,999.0,32.0,,
000000000860252861,"LC DUPLEX CLIP W/LATCH- LOOPBACK, BLUE",Loopback_Group,LC_Variants,40.0,30.0,,
000000000860252864,"LC DUPLEX CLIP - LOOPBACK, BLUE",Loopback_Group,LC_Variants,40.0,30.0,,
000000000860253010,LC CONN HEAD FOR DUPLEX 127 3.0CON,Unclassified,LC_Variants,999.0,32.0,,
000000000860262001,"LC HOUSING, GREEN (APC)",Accessories,LC_Variants,85.0,32.0,,
000000000860262005,WASHER,Unclassified,Other,999.0,999.0,,
000000000860262501,"LC EXTENDER CAP,BARE FIBER,GREEN,SM",Unclassified,LC_Variants,999.0,32.0,,
000000000860452008,"NUT, Stainless Steel",Unclassified,Other,999.0,999.0,,
000000000860452020,DUST CAP (W/TAIL) GRAY,Accessories,Other,85.0,999.0,,
000000000860590012,LC BOTTOM CLIP  INDUSTRIAL LC,Unclassified,LC_Variants,999.0,32.0,,
000000000860633021,"TUBING, Epoxy filling, SC Conn",Unclassified,Other_Connector_Types,999.0,40.0,,
000000000860730011,SPRING-COMPRESSION,Unclassified,Other,999.0,999.0,,
000000000860983210,"LC DUPL CONN HEAD,MM127,METAL PLUG BODY",Unclassified,LC_Variants,999.0,32.0,,
000000000861050002,MOTHERBOARD CLIP (LIGHT BLUE) SHORT<ZY>,Unclassified,Other,999.0,999.0,,
000000000861050003,MOTHERBOARD CLIP (GREEN)  SHORT,Unclassified,Other,999.0,999.0,,
000000000861050004,MOTHERBOARD CLIP (RED)  SHORT,Unclassified,Other,999.0,999.0,,
000000000861050005,MOTHERBOARD CLIP (YELLOW)  SHORT,Unclassified,Other,999.0,999.0,,
000000000861050016,"MOTHERBOARD CLIP (BLACK), SHORT",Unclassified,Other,999.0,999.0,,
000000000861050111,PIN HOLDER FOR SMALLER SPRING,Unclassified,Other,999.0,999.0,,
000000000861052007,THREADED SQUARE T-NUT,Unclassified,Other,999.0,999.0,,
000000000861055001,"COMPRESSION SPRING, LARGE, HBMT",Unclassified,Other,999.0,999.0,,
000000000861055005,"COMPRESSION SPRING, LARGE, VFI",Unclassified,Other,999.0,999.0,,
000000000861055112,DAUGHTERBOARD PLUG LIGHT BLUE,Unclassified,Other,999.0,999.0,,
000000000861055121,PIN HOLDER FOR LARGER SPRING<ZY>,Unclassified,Other,999.0,999.0,,
000000000861055162,DAUGHTERBOARD PLUG BLACK,Unclassified,Other,999.0,999.0,,
000000000861059001,HBMT DC CHICKLET PROTECTIVE CAP,Unclassified,Other,999.0,999.0,,
000000000861059004,CARRIER,Unclassified,Other,999.0,999.0,,
000000000861141040,"MPO DUST CAP, BLACK",Accessories,MPO_Group,85.0,10.0,,
000000000861141104,MPO EMI ADAPTER MOUNTING PLATE,Adapters,MPO_Group,30.0,10.0,,
000000000861141105,MPO EMI ADAPTER GASKET  FLANGE,Adapters,MPO_Group,30.0,10.0,,
000000000861141106,MPO EMI ADAPTER HINGE PIN,Adapters,MPO_Group,30.0,10.0,,
000000000861141205,"MPO EMI ADAPTER GASKET, FLANGELSS",Adapters,MPO_Group,30.0,10.0,,
000000000861162004,SPRING LEVER,Unclassified,Other,999.0,999.0,,
000000000861162005,EMI GASKET,Unclassified,Other,999.0,999.0,,
000000000861162006,I/O EMI SHIELDING GASKET,Unclassified,Other,999.0,999.0,,
000000000861230612,PRESS-IN CAPTIVE LOCKNUT,Unclassified,Other,999.0,999.0,,
000000000861250003,DUST CAP  LC ADAPTER,Adapters,LC_Variants,30.0,32.0,,
000000000861260692,DUPLEX LC ADAPTER CLIP,Adapters,LC_Variants,30.0,32.0,,
000000000861271302,LC DOOR SPRING,Unclassified,LC_Variants,999.0,32.0,,
000000000861271304,LC HINGE PIN,Unclassified,LC_Variants,999.0,32.0,,
000000000861271353,"LC DOOR, SC FOOT PRINT, GREEN",Unclassified,LC_Variants,999.0,32.0,,
000000000861520005,"SPLIT SLEEVE, CERAMIC FC/SC",Splitter_Cables,Other_Connector_Types,18.0,40.0,,
000000000861610002,SPRING LEVER BLUE,Unclassified,Other,999.0,999.0,,
000000000861610003,MOUNTING PLATE,Unclassified,Other,999.0,999.0,,
000000000861660003,SCD ADAPTER MOUNTING PLATE,Adapters,Other_Connector_Types,30.0,40.0,,
000000000863891355,BLC 2 POS ADAPTER ASSEMBLY - BLACK,Adapters,Other,30.0,999.0,,
000000000863891363,"BLC(2POS) - LCD JPR, MM 62.5/125um, 6in",Jumpers,LC_Variants,65.0,31.0,,
000000000863897064,"DC PLUG ASSEMBLY KIT,MM,YELL,10pcs",Accessories,Other,85.0,999.0,,
000000000863897065,"MB SHORT CLIP KIT,L BLUE,10pcs",Accessories,Other_MultiFiber,85.0,16.0,,
000000000863897066,"MB SHORT CLIP KIT,YELL,10pcs",Accessories,Other_MultiFiber,85.0,16.0,,
000000000863897068,"DC PLUG ASSEMBLY KIT,MM,RED,10pcs",Accessories,Other,85.0,999.0,,
000000000863897069,"MB SHORT CLIP KIT,GREEN,10pcs",Accessories,Other_MultiFiber,85.0,16.0,,
000000000863897070,"MB SHORT CLIP KIT,RED,10pcs",Accessories,Other_MultiFiber,85.0,16.0,,
000000000863931501,SLEEVE ASSEMBLY MXL38999S/30AC8,Unclassified,Other,999.0,999.0,,
000000000863931502,SLEEVE ASSEMBLY MXL 38999S/30AD12,Unclassified,Other,999.0,999.0,,
000000000863931504,SLEEVE ASSEMBLY MXL38999S/30AF30,Unclassified,Other,999.0,999.0,,
000000000864010150,"3.5MIL WHITE VINYL,40in WD,LO TACK ADHSV",Unclassified,Other,999.0,999.0,,
000000000866000002,"HOUSING, LENSED MT",Accessories,Other,85.0,999.0,,
000000000867303007,MT PRIZM MT REMOVAL TOOL,Unclassified,Other,999.0,999.0,,
000000000867445000,CRIMP TOOL (LC CONNECTOR),Unclassified,LC_Variants,999.0,32.0,,
000000000867730011,PROTECTIVE TUBING (1.25mm),Unclassified,Other,999.0,999.0,,
000000000869340119,"ANTI-STATIC POLY TUBING ROLL,4mil,4in",Unclassified,Other,999.0,999.0,,
000000000869410100,MTP I.B.C CLEANER UC CONEC 8037 NEW CRT,Accessories,MTP_Group,85.0,11.0,,
000000000869410437,"HEAT SHRINK TUBING 16/4mm,ADHESIVE,BLACK",Unclassified,Other,999.0,999.0,,
000000000869410718,"LBL-SELF-LAM, 0.5W x 0.75H in, WHITE",Unclassified,Other,999.0,999.0,,
000000000869411025,"TUBING HEAT SHRINK,.125in ID,WHITE",Unclassified,Other,999.0,999.0,,
000000000885308850,LC-LC 4F RND 50/125 7MM LSZH 30M GREY,Unclassified,LC_Variants,999.0,30.0,,
000000000885309330,LC/SPC 9 BFPT 1.5M (0.9/YE),Unclassified,LC_Variants,999.0,30.0,,
000000000885350131,LCD TO LCD MM OM2  2.0MM OR LSZH 2.0M,Unclassified,LC_Variants,999.0,31.0,,
000000000885360008,LC-LC DUP MM OM3 3MM 10M-AQ,Unclassified,LC_Variants,999.0,30.0,,
000000000885360344,LC DUPLEX ONE BODY BLUE ADAPTER,Adapters,LC_Variants,30.0,30.0,,
000000000885360382,LC-LC DUP MM OM3 3MM 50M-AQ,Unclassified,LC_Variants,999.0,30.0,,
000000000885360678,LC DUPLEX ONE BODY BLUE ADAP FLANGELESS,Adapters,LC_Variants,30.0,30.0,,
000000000885360707,MPO(F)-4XLCD OM3 RND 3.0 OFNP AQUA 10M,Unclassified,MPO_Group,999.0,10.0,,
000000000885361103,"SC/APC ONE BODY AD, FLG W/ CLIP GREEN",Unclassified,Other_Connector_Types,999.0,40.0,,
000000000885361104,SC SM ONE BODY AD  FLG W/CLIP BLUE,Unclassified,Other_Connector_Types,999.0,40.0,,
000000000885362101,LC ONEBODY SPX ADAPTOR ZR SLEEVE,Unclassified,LC_Variants,999.0,32.0,,
000000000885362200,LC DUPLEX BLUE ADAPTER SQUARE CAP,Adapters,LC_Variants,30.0,30.0,,
000000000885362203,"LCD ONE BODY BEIGE ADA, NO FLG PLS CLIP",Unclassified,LC_Variants,999.0,31.0,,
000000000885362217,LC DUPLEX ONE BODY BEIGE ADAPTER,Adapters,LC_Variants,30.0,30.0,,
000000000885362400,LC 4WAY ADAPTER ONE BODY BLUE,Adapters,LC_Variants,30.0,32.0,,
000000000885362402,LC 4WAY SMALL ADAPTER ONE BODY BLUE,Adapters,LC_Variants,30.0,32.0,,
000000000885363176,LCD-LCD 9/125 2.0MM OFNR YELLOW 5M,Unclassified,LC_Variants,999.0,31.0,,
000000000885363177,LCD-LCD 9/125 2.0MM OFNR YELLOW 30M,Unclassified,LC_Variants,999.0,31.0,,
000000000885363179,LCD-LCD G657 A1 2MM PVC BLUE 2M,Unclassified,LC_Variants,999.0,31.0,,
000000000885363180,LCD-LCD G657 A1 2MM PVC BLUE 3M,Unclassified,LC_Variants,999.0,31.0,,
000000000885363181,LCD-LCD G657 A1 2MM PVC RED 1M,Unclassified,LC_Variants,999.0,31.0,,
000000000885363182,LC/UPC-LC/UPC G657 A1 2MM PVC RED 1M,Unclassified,LC_Variants,999.0,30.0,,
000000000885363183,LC/UPC-LC/UPC G657 A1 2MM PVC RED 2M,Unclassified,LC_Variants,999.0,30.0,,
000000000885363245,"LCD 90D TO LCD OM3 2MM AQUA LSZH, 0.7M",Unclassified,LC_Variants,999.0,31.0,,
000000000885363249,"LCD TO LCD SM 2MM CBL,SHORT BOOT 0.12M",Unclassified,LC_Variants,999.0,31.0,,
000000000885363250,LCD-LCD G657 A1 2MM PVC RED 2M,Unclassified,LC_Variants,999.0,31.0,,
000000000885363438,"SNAPMATE LC/UPC PIGTAIL, SM BLUE",Pigtails,LC_Variants,10.0,30.0,,
000000000885363439,SNAPMATE PLUG/UPC PIGTAIL WHITE #14742,Pigtails,Other,10.0,999.0,,
000000000885363440,"LC/UPC-D FERRULE PM JPR, 0.55M rev.014",Jumpers,LC_Variants,65.0,30.0,,
000000000885363441,LC/UPC-D FERRULE G657B3 0.55M rev.014,Unclassified,LC_Variants,999.0,30.0,,
000000000885363457,LC/UPC-LC/UPC G657 A1 2MM PVC RED 0.5M,Unclassified,LC_Variants,999.0,30.0,,
000000000885363465,LC/UPC-SM/UPC JPR 431-1866-001ZNE Rev002,Jumpers,LC_Variants,65.0,30.0,,
000000000885363467,LC/UPC-SM/UPC JPR 431-1869-001ZNE Rev002,Jumpers,LC_Variants,65.0,30.0,,
000000000885363488,"LCD-2XST 62.5/125 3MM JPR, LSZH 0.71M OR",Jumpers,LC_Variants,65.0,31.0,,
000000000885363509,"24F LC/PC G657A2 PTL,8MM LSZH YEL,2.82M",Unclassified,LC_Variants,999.0,32.0,,
000000000885363512,"LC/APC G652D 0.9MM PIGTAIL, 1M",Pigtails,LC_Variants,10.0,30.0,,
000000000885363521,"12xLCD/UPC-12xLCD/UPC JPR,SM,LSZH,20m",Jumpers,Other,65.0,999.0,,
000000000885363522,"12xLCD/UPC-12xLCD/UPC JPR,SM,LSZH,40m",Jumpers,Other,65.0,999.0,,
000000000885363523,"12xLCD/UPC-12xLCD/UPC JPR,SM,LSZH,60m",Jumpers,Other,65.0,999.0,,
000000000885363524,"12xLCD/UPC-12xLCD/UPC JPR,SM,LSZH,100m",Jumpers,Other,65.0,999.0,,
000000000885363525,"12xLCD/UPC-12xLCD/UPC JPR,SM,LSZH,200m",Jumpers,Other,65.0,999.0,,
000000000885363526,"12x LCD - 12x LCD JPR,OM3,LSZH,20m",Jumpers,LC_Variants,65.0,31.0,,
000000000885363527,"12x LCD - 12x LCD JPR,OM3,LSZH,40m",Jumpers,LC_Variants,65.0,31.0,,
000000000885363528,"12x LCD - 12x LCD JPR,OM3,LSZH,60m",Jumpers,LC_Variants,65.0,31.0,,
000000000885363547,"SNAPMATE LC/UPC PIGTAIL, SM BLUE 0.5M",Pigtails,LC_Variants,10.0,30.0,,
000000000885363548,"SNAPMATE LC/UPC PIGTAIL, SM WHITE 0.5M",Pigtails,LC_Variants,10.0,30.0,,
000000000885363702,"2X LC/UPC SM 7mm CBL,LSZH BLK-3.475m",Unclassified,LC_Variants,999.0,30.0,,
000000000885363888,LC DUP ADAPTER ZR SLEEVE SM FLANGE BLUE,Adapters,LC_Variants,30.0,30.0,,
000000000885365006,"LCD-LCD,OM1,1.6MM,PVC,OR,ST BT 3M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365007,"LCD-LCD,OM1,1.6MM,PVC,OR,ST BT 5M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365008,"LCD-LCD,OM1,1.6MM,PVC,OR,ST BT 10M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365009,"LCD-LCD,OM1,1.6MM,PVC,OR,ST BT 15M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365010,"LCD-LCD,OM1,1.6MM,PVC,OR,ST BT 20M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365016,"LCD-LCD,657A1,1.6MM,PVC,YL,ST BT 3M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365017,"LCD-LCD,657A1,1.6MM,PVC,YL,ST BT 5M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365018,"LCD-LCD,657A1,1.6MM,PVC,YL,ST BT 10M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365019,"LCD-LCD,657A1,1.6MM,PVC,YL,ST BT 15M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365020,"LCD-LCD,657A1,1.6MM,PVC,YL,ST BT 20M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365026,"LCD-SCD/APC,OM1,1.6MM,PVC,OR,ST BT 3M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365027,"LCD-SCD/APC,OM1,1.6MM,PVC,OR,ST BT 5M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365028,"LCD-SCD/APC,OM1,1.6MM,PVC,OR,ST BT 10M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365029,"LCD-SCD/APC,OM1,1.6MM,PVC,OR,ST BT 15M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365030,"LCD-SCD/APC,OM1,1.6MM,PVC,OR,ST BT 20M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365036,"LCD-SCD/APC,G657A1,1.6MMPVC,YL,ST BT 3M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365037,"LCD-SCD/APC,G657A1,1.6MMPVC,YL,ST BT 5M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365038,"LCD-SCD/APC,G657A1,1.6MMPVC,YL,ST BT 10M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365039,"LCD-SCD/APC,G657A1,1.6MMPVC,YL,ST BT 15M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365040,"LCD-SCD/APC,G657A1,1.6MMPVC,YL,ST BT 20M",Unclassified,LC_Variants,999.0,31.0,,
000000000885365041,12XLC 900UM PITAIL SM G657A2 LSZH 1.005M,Unclassified,Other,999.0,999.0,,
000000000885365056,PLUG/M-LC G657B3 0.9MM WT 0.22M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365057,PLUG/M-LC G657B3 0.9MM BL 0.22M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365058,PLUG/M-LC G657B3 0.9MM WT 0.5M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365059,PLUG/M-LC G657B3 0.9MM BL 0.5M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365061,LC/UPC SIMPLEX G657A2 HYTREL 900UM JUMPE,Unclassified,LC_Variants,999.0,30.0,,
000000000885365069,LC/UPC SIMPLEX G657A2 HYTREL 900UM 0.45M,Unclassified,LC_Variants,999.0,30.0,,
000000000885365113,LC/UPC BL HSG WT BT SM PTL 500UM 1.5M,Unclassified,LC_Variants,999.0,30.0,,
000000000885365114,PLUG/M-LC G657B3 0.9MM BL 0.24M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365115,PLUG/M-LC G657B3 0.9MM WT 0.24M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365116,PLUG/M-LC G657B3 0.9MMBL 0.185M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365117,PLUG/M-LC G657B3 0.9MMWT 0.185M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365202,PLUG/F WT SP G657B3 NT 250UM 1M rev.04,Unclassified,Other,999.0,999.0,,
000000000885365206,LC-LC G657A1 1C BF TR ACR 10KM,Unclassified,LC_Variants,999.0,30.0,,
000000000885365207,LCD-LCD G657A1 2C 2D YL LSZH 20M,Unclassified,LC_Variants,999.0,31.0,,
000000000885365240,LC/UPC G657A2 HYTREL 900UM JMP 460mm,Unclassified,LC_Variants,999.0,30.0,,
000000000885365241,LC/UPC G657A2 HYTREL 900UM JMP 520MM,Unclassified,LC_Variants,999.0,30.0,,
000000000885365242,PLUG/M-LC G657B3 0.9MM BL 0.5M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365243,PLUG/M-LC G657B3 0.9MM WT 0.5M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365244,PLUG/M-LC G657B3 0.9MM BL 0.14m rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365245,PLUG/M-LC G657B3 0.9MM WT 0.140M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365249,SC/APC-SC/APC WT 90D BT SM YL LSZH .736M,Unclassified,Other_Connector_Types,999.0,40.0,,
000000000885365283,PLUG/M-LC G657B3 0.9MMWT 0.485M rev.01,Unclassified,LC_Variants,999.0,32.0,,
000000000885365330,LCD TO LCD/UPC SM JUMPER 250MM,Jumpers,LC_Variants,22.0,31.0,,
000000000885366037,"MPO(F)-MPO(F) 12F OM3 3MM AQ,PLRT B,5M",Unclassified,MPO_Group,999.0,10.0,,
000000000885366038,"MPO(F)-MPO(F) 12F OM3 3MM AQ,PLRT B,10M",Unclassified,MPO_Group,999.0,10.0,,
000000000885366203,MPO QSFP MM  OM3JUMPER 3M,Unclassified,MPO_Group,999.0,10.0,,
000000000885366210,MPO QSFP MM  OM3 JUMPER 10M,Jumpers,MPO_Group,22.0,10.0,,
000000000885366301,MPO QSFP MM  OM4 JUMPER 1M,Jumpers,MPO_Group,22.0,10.0,,
000000000885366303,MPO QSFP MM  OM4JUMPER 3M,Unclassified,MPO_Group,999.0,10.0,,
000000000885366305,MPO QSFP MM  OM4 JUMPER 5M,Jumpers,MPO_Group,22.0,10.0,,
000000000885366310,MPO QSFP MM  OM4 JUMPER 10M,Jumpers,MPO_Group,22.0,10.0,,
000000000885366400,MPO(M) TO MPO(F) QSFP OM4 JUMPER 10M,Jumpers,MPO_Group,22.0,10.0,,
000000000885366503,MPO QSFPTO 4XLCD OM3 3M,Unclassified,MPO_Group,999.0,10.0,,
000000000885366505,MPO QSFPTO 4XLCD OM3 5M,Unclassified,MPO_Group,999.0,10.0,,
000000000885366703,MPO QSFP SM JUMPER 3M,Jumpers,MPO_Group,22.0,10.0,,
000000000885366705,MPO QSFP SM JUMPER 5M,Jumpers,MPO_Group,22.0,10.0,,
000000000885366730,MPO QSFP SM JUMPER 30M,Jumpers,MPO_Group,22.0,10.0,,
000000000885366803,MPO QSFP TO 4XLCD SM 3M,Unclassified,MPO_Group,999.0,10.0,,
000000000885366805,MPO QSFP TO 4XLCD SM 5M,Unclassified,MPO_Group,999.0,10.0,,
000000000885366830,MPO QSFP TO 4XLCD SM 30M,Unclassified,MPO_Group,999.0,10.0,,
000000000885366926,MT24(F)-3XMTP (F) SHT CLIP OM4 110MM JMP,Unclassified,Other,999.0,999.0,,
000000000885366928,MT24(F)-3XMTP (F) SHT CLIP OM4 260MM JMP,Unclassified,Other,999.0,999.0,,
000000000885366930,MPO(M)-MPO(M) 12F OM4 LSZH OFNR 5M,Unclassified,MPO_Group,999.0,10.0,,
000000000885367143,12F MPO(M)/APC TO 12XLC G657A2 LSZH 10M,Unclassified,MPO_Group,999.0,10.0,,
000000000885367172,MPO(F)/APC 12F SM YL 3MM OFNP JMP 6FT,Unclassified,MPO_Group,999.0,10.0,,
000000000885367173,MPO(F)/APC 12F SM YL 3MM OFNP JMP 8FT,Unclassified,MPO_Group,999.0,10.0,,
000000000885367174,MPO(F)/APC 12F SM YL 3MM OFNP JMP 10FT,Unclassified,MPO_Group,999.0,10.0,,
000000000885367175,MPO(F)/APC 12F SM YL 3MM OFNP JMP 12FT,Unclassified,MPO_Group,999.0,10.0,,
000000000885367176,MPO(F)/APC 12F SM YL 3MM OFNP JMP 36FT,Unclassified,MPO_Group,999.0,10.0,,
000000000885368100,15XLCD PIGTAIL 11MM RND G657 A2 LSZH BLK,Pigtails,Other,10.0,999.0,,
000000000885368119,SC/UPC to SC/APC 5.0MM G657A2 LSZH 10M,Unclassified,Other_Connector_Types,999.0,40.0,,
000000000885368791,LCD/UPC G657A1 2.0mm ZPCD OFNP JPR 30m,Jumpers,LC_Variants,65.0,31.0,,
000000000885368793,LCD/UPC G657A1 2.0mm ZPCD OFNP JPR 60m,Jumpers,LC_Variants,65.0,31.0,,
000000000885368800,LCD/UPC G657A1 2.0mm ZPCD OFNP JPR 300m,Jumpers,LC_Variants,65.0,31.0,,
000000000885368828,LCD-LCD 1.6MM G657A2 JMP YL LSZH 270mm,Unclassified,LC_Variants,999.0,31.0,,
000000000885368829,LCD-LCD 1.6MM G657A2 JMP YL LSZH 400mm,Unclassified,LC_Variants,999.0,31.0,,
000000000885368830,LCD-LCD 1.6MM OM3 JMP AQUA LSZH 270mm,Unclassified,LC_Variants,999.0,31.0,,
000000000885368831,LCD-LCD 1.6MM OM3 JMP AQUA LSZH 400mm,Unclassified,LC_Variants,999.0,31.0,,
000000000885369265,DISTRIBUTION BOX 8C 215x119.5x95MM OM2,Unclassified,Other,999.0,999.0,,
000000000885371505,LCD/UPC JPR SM BIF 2.0mm ZPCD PLNM  5m,Jumpers,LC_Variants,65.0,31.0,,
000000000885371510,LCD/UPC JPR SM BIF 2.0mm ZPCD PLNM  10m,Jumpers,LC_Variants,65.0,31.0,,
000000000885371520,LCD/UPC JPR SM BIF 2.0mm ZPCD PLNM  20m,Jumpers,LC_Variants,65.0,31.0,,
000000000885371530,LCD/UPC JPR SM BIF 2.0mm ZPCD PLNM  30m,Jumpers,LC_Variants,65.0,31.0,,
000000000885371550,LCD/UPC JPR SM BIF 2.0mm ZPCD PLNM 50M,Jumpers,LC_Variants,65.0,31.0,,
000000000885371600,LCD/UPC JPR SM BIF 2.0mm ZPCD PLNM  100m,Jumpers,LC_Variants,65.0,31.0,,
000000000885373501,LCD JPR MM OM3 2.0mm ZPCD PLNM  1m,Jumpers,LC_Variants,65.0,31.0,,
000000000885373503,LCD JPR MM OM3 2.0mm ZPCD PLNM  3m,Jumpers,LC_Variants,65.0,31.0,,
000000000885373510,LCD JPR MM OM3 2.0mm ZPCD PLNM  10m,Jumpers,LC_Variants,65.0,31.0,,
000000000885374501,LCD JPR MM OM4 2.0mm ZPCD PLNM  1m,Jumpers,LC_Variants,65.0,31.0,,
000000000885376515,LCD/UPC JPR SM BIF 2.0mm ZPCD LSZH  15m,Jumpers,LC_Variants,65.0,31.0,,
000000000885378003,LCD JPR MM OM3 1.6mm ZPCD LSZH  3m,Jumpers,LC_Variants,65.0,31.0,,
000000000885378005,LCD JPR MM OM3 1.6mm ZPCD LSZH  5m,Jumpers,LC_Variants,65.0,31.0,,
000000000885378050,LCD JPR MM OM3 1.6mm ZPCD LSZH 50m,Jumpers,LC_Variants,65.0,31.0,,
000000000885379505,LCD JPR MM OM4 2.0mm ZPCD LSZH  5m,Jumpers,LC_Variants,65.0,31.0,,
000000000885379510,LCD JPR MM OM4 2.0mm ZPCD LSZH  10m,Jumpers,LC_Variants,65.0,31.0,,
000000000885379520,LCD JPR MM OM4 2.0mm ZPCD LSZH  20m,Jumpers,LC_Variants,65.0,31.0,,
000000000885379530,LCD JPR MM OM4 2.0mm ZPCD LSZH  30m,Jumpers,LC_Variants,65.0,31.0,,
000000000885379550,LCD JPR MM OM4 2.0mm ZPCD LSZH  50m,Jumpers,LC_Variants,65.0,31.0,,
000000000885379600,LCD JPR MM OM4 2.0mm ZPCD LSZH  100m,Jumpers,LC_Variants,65.0,31.0,,
000000000885381032,LCD/UPC-LCD/UPC 2MM  SM YL JMP 2.5M,Unclassified,LC_Variants,999.0,31.0,,
000000000885381042,LCD/UPC-LCD/UPC EZ FLIP 2OM4 AQ JMP 2.5M,Unclassified,LC_Variants,999.0,31.0,,
000000000885381043,LCD/UPC-LCD/UPC EZ FLIP 2 OM4 AQ JMP 3M,Unclassified,LC_Variants,999.0,31.0,,
000000000885382004,12F MPO(2F-2F) G657A1 3D YL OFNP 3M,Unclassified,MPO_Group,999.0,10.0,,
000000000885382014,12F MPO(2F-2F) G657A1 3D YL OFNP 5M,Unclassified,MPO_Group,999.0,10.0,,
000000000885382016,12F MPO(2F-2F) G657A1 3D YL OFNP 6M<ZY>,Unclassified,MPO_Group,999.0,10.0,,
000000000885382018,12F MPO(2F-2F) G657A1 3D YL OFNP 7M<ZY>,Unclassified,MPO_Group,999.0,10.0,,
000000000885382020,12F MPO(2F-2F) G657A1 3D YL OFNP 8M<ZY>,Unclassified,MPO_Group,999.0,10.0,,
000000000885382021,12F MPO(2F-2F)G657A1 3D YL OFNP 8.5M<ZY>,Unclassified,MPO_Group,999.0,10.0,,
000000000885382022,12F MPO(2F-2F) G657A1 3D YL OFNP 9M,Unclassified,MPO_Group,999.0,10.0,,
000000000885382023,12F MPO(2F-2F)G657A1 3D YL OFNP 9.5M<ZY>,Unclassified,MPO_Group,999.0,10.0,,
000000000885382024,12F MPO(2F-2F) G657A1 3D YL OFNP 10M<ZY>,Unclassified,MPO_Group,999.0,10.0,,
000000000885382026,12F MPO(2F-2F) G657A1 3D YL OFNP 11M<ZY>,Unclassified,MPO_Group,999.0,10.0,,
000000000885382027,12F MPO(2F-2F)657A1 3D YL OFNP 11.5M<ZY>,Unclassified,MPO_Group,999.0,10.0,,
000000000885382028,12F MPO(2F-2F) G657A1 3D YL OFNP 12M,Unclassified,MPO_Group,999.0,10.0,,
000000000885382029,12F MPO(2F-2F)657A1 3D YL OFNP 12.5M<ZY>,Unclassified,MPO_Group,999.0,10.0,,
